Margaret	F	26865	1922	60
Margaret	F	26133	1923	60
Margaret	F	26549	1924	60
Margaret	F	24463	1925	60
Margaret	F	23070	1926	60
Margaret	F	21964	1927	60
Margaret	F	20295	1928	60
Margaret	F	19206	1929	60
Margaret	F	18354	1930	60
Margaret	F	17333	1931	60
Margaret	F	16549	1932	60
Margaret	F	15239	1933	60
Margaret	F	15144	1934	60
Margaret	F	14725	1935	60
Margaret	F	14594	1936	60
Margaret	F	15143	1937	60
Margaret	F	15330	1938	60
Margaret	F	14952	1939	60
Thomas	M	2534	1880	58
Thomas	M	2282	1881	58
Thomas	M	2610	1882	58
Thomas	M	2316	1883	58
Thomas	M	2572	1884	58
Thomas	M	2266	1885	58
Thomas	M	2337	1886	58
Thomas	M	2151	1887	58
Thomas	M	2161	1898	58
Thomas	M	1962	1903	58
Thomas	M	2135	1905	58
Thomas	M	2176	1906	58
Thomas	M	2301	1908	58
Thomas	M	2468	1909	58
Thomas	M	3292	1911	58
Thomas	M	6087	1912	58
Thomas	M	7096	1913	58
Thomas	M	11490	1915	58
Thomas	M	11998	1916	58
Thomas	M	12611	1917	58
Thomas	M	13910	1918	58
Thomas	M	13434	1919	58
Thomas	M	16846	1931	58
Thomas	M	16834	1932	58
Thomas	M	16500	1933	58
Thomas	M	17369	1934	58
Thomas	M	17680	1935	58
Thomas	M	18339	1936	58
Thomas	M	19775	1937	58
Thomas	M	21376	1938	58
Thomas	M	22128	1939	58
Thomas	M	23987	1940	58
Thomas	M	26643	1941	58
Thomas	M	31098	1942	58
Thomas	M	32865	1943	58
Thomas	M	31598	1944	58
Thomas	M	31869	1945	58
Thomas	M	38867	1946	58
Thomas	M	44835	1947	58
Thomas	M	43778	1948	58
Thomas	M	45202	1949	58
Thomas	M	45599	1950	58
Thomas	M	48284	1951	58
Thomas	M	48652	1952	58
Thomas	M	47005	1953	58
Thomas	M	47158	1954	58
Thomas	M	45824	1955	58
Thomas	M	44818	1956	58
Thomas	M	44572	1957	58
Thomas	M	42064	1958	58
Thomas	M	40276	1959	58
Thomas	M	39273	1960	58
Thomas	M	37551	1961	58
Thomas	M	36524	1962	58
Thomas	M	35503	1963	58
Thomas	M	34451	1964	58
Thomas	M	31623	1965	58
Thomas	M	29014	1966	58
George	M	5126	1880	58
George	M	4664	1881	58
George	M	5193	1882	58
George	M	4736	1883	58
George	M	4961	1884	58
George	M	4674	1885	58
George	M	4671	1886	58
George	M	4284	1887	58
George	M	4912	1888	58
George	M	4430	1889	58
George	M	4458	1890	58
George	M	3931	1891	58
George	M	4760	1892	58
George	M	4320	1893	58
George	M	4365	1894	58
George	M	4289	1895	58
George	M	4286	1896	58
George	M	4078	1897	58
George	M	4853	1898	58
George	M	4018	1899	58
George	M	5403	1900	58
George	M	3609	1901	58
George	M	4223	1902	58
George	M	3961	1903	58
George	M	4219	1904	58
George	M	4256	1905	58
George	M	4201	1906	58
George	M	4445	1907	58
George	M	4584	1908	58
George	M	4688	1909	58
George	M	5441	1910	58
George	M	6586	1911	58
George	M	11734	1912	58
George	M	13874	1913	58
George	M	17603	1914	58
George	M	22307	1915	58
George	M	23380	1916	58
George	M	24196	1917	58
George	M	26318	1918	58
George	M	25172	1919	58
George	M	26892	1920	58
George	M	27476	1921	58
George	M	27351	1922	58
George	M	27021	1923	58
George	M	27375	1924	58
George	M	26566	1925	58
George	M	25904	1926	58
George	M	25949	1927	58
George	M	24400	1928	58
George	M	23017	1929	58
George	M	22784	1930	58
George	M	20687	1931	58
George	M	20436	1932	58
George	M	18358	1933	58
George	M	18497	1934	58
George	M	18559	1935	58
George	M	18195	1936	58
George	M	18430	1937	58
David	M	17479	1936	57
David	M	20974	1937	57
David	M	22992	1938	57
David	M	25362	1939	57
David	M	27687	1940	57
David	M	30551	1941	57
David	M	35894	1942	57
David	M	37236	1943	57
David	M	37381	1944	57
David	M	37098	1945	57
David	M	46439	1946	57
David	M	57806	1947	57
David	M	56623	1948	57
David	M	59601	1949	57
David	M	60727	1950	57
David	M	64792	1951	57
David	M	71750	1952	57
David	M	76152	1953	57
